txn_id,client_id,amount,currency,txn_ts,category
2151,231,5589.23,EUR,2025-01-05 14:51:32,Refunds
2152,228,7349.69,USD,2025-04-14 17:16:55,Payments
2153,442,9992.61,RUB,2025-03-31 11:00:36,Fees
2154,317,5789.74,RUB,2025-04-10 11:26:13,Deposits
2155,381,8089.09,EUR,2025-03-08 10:13:23,ATM
2156,295,7445.29,USD,2025-01-12 20:48:27,Payments
2157,277,8559.53,RUB,2025-02-25 19:22:42,Transfers
2158,352,9545.7,RUB,2025-02-28 16:21:30,Fees
2159,425,1938.9,USD,2025-04-22 21:15:33,ATM
2160,233,1662.94,RUB,2025-01-22 13:35:45,ATM
2161,423,5867.65,EUR,2025-03-11 03:39:53,Refunds
2162,197,4498.46,RUB,2025-04-01 23:09:22,Deposits
2163,261,5711.52,RUB,2025-03-10 18:40:03,Fees
2164,465,7982.45,EUR,2025-03-26 15:26:13,Fees
2165,481,9317.83,USD,2025-03-31 19:39:45,Deposits
2166,469,4179.98,EUR,2025-03-15 03:56:39,Transfers
2167,226,7182.15,RUB,2025-04-15 03:59:05,Deposits
2168,437,1976.02,EUR,2025-04-19 19:53:56,Refunds
2169,474,5350.17,RUB,2025-03-31 05:52:51,Transfers
2170,491,227.83,EUR,2025-04-22 10:41:14,ATM
2171,108,5042.47,EUR,2025-01-25 06:31:34,Payments
2172,397,5457.91,USD,2025-01-24 11:04:46,Deposits
2173,498,7357.1,USD,2025-02-23 09:27:19,Refunds
2174,405,6498.35,RUB,2025-03-31 16:48:14,ATM
2175,193,3590.38,EUR,2025-01-14 22:40:41,Fees
2176,405,67.25,RUB,2025-04-09 20:42:31,Transfers
2177,142,1163.7,RUB,2025-04-05 17:52:24,Fees
2178,292,9730.88,USD,2025-03-17 02:21:33,Refunds
2179,350,9224.11,RUB,2025-04-18 08:44:43,Refunds
2180,282,3257.68,RUB,2025-03-15 07:00:58,Deposits
2181,379,2595.94,USD,2025-04-24 09:12:06,Fees
2182,196,4369.8,RUB,2025-01-26 17:06:07,Refunds
2183,342,6902.5,EUR,2025-03-01 21:27:36,Fees
2184,357,3574.71,EUR,2025-03-17 16:21:07,Refunds
2185,353,682.27,RUB,2025-02-08 23:30:17,Payments
2186,215,4033.92,RUB,2025-04-18 02:39:21,ATM
2187,222,2613.28,EUR,2025-04-21 03:48:58,Fees
2188,203,3256.05,RUB,2025-01-09 07:51:29,Fees
2189,284,1637.94,USD,2025-01-16 16:46:57,Payments
2190,334,6591.81,EUR,2025-02-23 08:03:05,ATM
2191,245,5271.04,USD,2025-01-21 11:24:08,Payments
2192,263,2715.92,RUB,2025-04-08 14:00:20,Payments
2193,214,5543.09,RUB,2025-04-20 12:51:01,Payments
2194,187,4932.15,USD,2025-03-19 13:27:14,Refunds
2195,362,7961.79,USD,2025-05-04 12:25:47,Transfers
2196,426,9560.28,RUB,2025-02-23 18:45:49,Deposits
2197,216,1315.4,USD,2025-01-04 05:21:10,Transfers
2198,444,8840.3,USD,2025-04-12 22:43:39,Refunds
2199,328,7050.92,RUB,2025-04-28 23:37:11,Refunds
2200,167,6928.61,EUR,2025-02-13 04:18:13,ATM
2201,246,3749.27,EUR,2025-04-23 09:45:05,Fees
2202,103,3445.64,EUR,2025-01-18 12:47:12,Payments
2203,115,66.34,USD,2025-01-24 04:40:10,Refunds
2204,234,9822.23,USD,2025-02-23 20:55:02,Deposits
2205,281,6068.99,RUB,2025-04-06 04:09:48,Deposits
2206,419,4029.26,RUB,2025-01-22 19:28:15,Transfers
2207,153,5442.25,RUB,2025-03-08 22:13:11,Refunds
2208,435,414.87,USD,2025-01-17 10:29:12,Transfers
2209,193,1744.77,USD,2025-04-25 21:09:55,Refunds
2210,155,6237.37,USD,2025-04-22 07:55:59,Fees
2211,379,5147.47,USD,2025-01-21 15:55:01,Fees
2212,409,7872.88,RUB,2025-03-07 01:24:13,Payments
2213,341,6590.84,EUR,2025-04-18 09:27:18,Fees
2214,146,6018.34,RUB,2025-02-02 03:31:33,Refunds
2215,146,8154.5,RUB,2025-01-01 11:12:11,Deposits
2216,256,691.95,EUR,2025-03-02 03:51:34,Deposits
2217,280,6911.96,USD,2025-04-10 07:14:33,Payments
2218,499,7158.75,EUR,2025-02-12 06:16:46,Deposits
2219,214,2758.88,EUR,2025-03-22 13:39:16,Fees
2220,177,1964.54,EUR,2025-01-01 19:51:05,Transfers
2221,478,2146.39,USD,2025-04-26 17:40:12,Fees
2222,161,1989.43,EUR,2025-03-10 19:07:57,Payments
2223,110,5242.58,RUB,2025-03-05 19:12:40,Fees
2224,269,1364.91,USD,2025-04-08 21:32:44,ATM
2225,260,6596.27,EUR,2025-02-17 12:02:00,Transfers
2226,347,1059.73,EUR,2025-03-19 02:33:28,Deposits
2227,451,278.63,USD,2025-02-11 22:34:02,Transfers
2228,473,3199.71,EUR,2025-05-04 22:27:18,ATM
2229,215,1926.68,RUB,2025-03-21 11:15:09,ATM
2230,492,9886.73,RUB,2025-02-21 14:36:45,ATM
2231,353,3036.93,EUR,2025-01-01 05:51:59,Transfers
2232,127,2228.42,USD,2025-03-16 16:47:18,Transfers
2233,475,1975.73,RUB,2025-03-20 15:25:40,Fees
2234,155,3744.79,RUB,2025-04-17 12:06:28,Deposits
2235,335,6062.43,RUB,2025-01-04 06:29:10,Deposits
2236,416,7821.63,EUR,2025-03-16 08:25:09,Transfers
2237,199,3652.12,EUR,2025-02-19 02:21:39,Refunds
2238,208,6263.45,EUR,2025-02-24 09:29:04,Transfers
2239,290,4825.78,RUB,2025-04-10 20:14:26,Fees
2240,453,8466.49,EUR,2025-02-14 11:09:48,Fees
2241,189,5694.73,USD,2025-01-21 07:13:36,Transfers
2242,365,2906.02,RUB,2025-01-31 16:14:24,Payments
2243,281,7038.84,EUR,2025-01-18 18:27:40,Transfers
2244,144,8202.44,EUR,2025-02-09 20:14:02,Transfers
2245,384,4659.75,USD,2025-04-05 02:24:51,Fees
2246,433,9872.1,RUB,2025-04-29 13:58:08,ATM
2247,330,8792.18,EUR,2025-02-25 18:12:40,Deposits
2248,170,1977.58,RUB,2025-02-13 11:19:24,Deposits
2249,162,7869.69,RUB,2025-04-14 00:42:45,Refunds
2250,269,6013.5,USD,2025-02-11 23:10:53,Refunds
2251,302,5352.76,EUR,2025-02-21 02:40:11,Payments
2252,320,5144.25,EUR,2025-04-01 17:08:32,Refunds
2253,197,8535.58,EUR,2025-04-23 16:50:52,Deposits
2254,300,6112.62,EUR,2025-01-01 21:20:19,Fees
2255,218,5381.68,RUB,2025-04-07 09:39:25,Refunds
2256,374,498.11,RUB,2025-02-20 04:40:45,ATM
2257,418,4488.55,EUR,2025-01-13 13:53:01,ATM
2258,361,9081.34,USD,2025-04-29 04:30:55,Deposits
2259,100,7120.25,EUR,2025-01-04 14:41:00,Payments
2260,496,519.03,USD,2025-04-12 09:26:34,Payments
2261,109,8841.08,USD,2025-01-13 03:05:12,Deposits
2262,499,8268.41,RUB,2025-01-22 09:51:31,Fees
2263,112,5471.38,USD,2025-04-02 13:41:33,Deposits
2264,306,233.83,EUR,2025-04-05 19:12:16,Deposits
2265,142,5628.67,EUR,2025-03-09 13:47:38,ATM
2266,138,555.34,USD,2025-03-24 13:06:05,Transfers
2267,373,3210.59,EUR,2025-04-14 02:03:04,Deposits
2268,391,6292.81,RUB,2025-04-17 10:11:59,ATM
2269,147,9130.0,USD,2025-01-22 17:08:35,Refunds
2270,490,3584.38,USD,2025-03-18 16:45:42,Fees
2271,228,8601.64,EUR,2025-04-18 15:57:11,Fees
2272,227,9184.43,EUR,2025-01-22 06:42:06,ATM
2273,218,220.23,RUB,2025-03-14 09:41:51,Fees
2274,284,2401.88,EUR,2025-01-01 05:31:57,Payments
2275,171,7101.52,EUR,2025-03-16 23:45:37,Payments
2276,269,7570.86,RUB,2025-04-04 06:14:55,Refunds
2277,183,3930.24,RUB,2025-04-01 00:47:53,ATM
2278,120,6570.98,RUB,2025-01-08 01:24:46,Payments
2279,247,6125.46,RUB,2025-04-16 04:57:15,Deposits
2280,368,7400.35,EUR,2025-02-27 10:14:58,Refunds
2281,405,7189.4,EUR,2025-01-11 00:31:05,Payments
2282,241,867.85,USD,2025-03-05 01:30:18,Deposits
2283,229,1590.92,USD,2025-03-27 05:56:48,Refunds
2284,414,1335.94,USD,2025-03-04 07:33:41,Refunds
2285,372,9325.48,EUR,2025-01-16 17:29:51,Deposits
2286,432,9136.29,RUB,2025-02-05 19:55:53,Refunds
2287,462,7976.15,EUR,2025-03-01 22:48:14,Fees
2288,428,1176.02,EUR,2025-01-14 03:45:14,Deposits
2289,474,5746.97,EUR,2025-01-28 08:12:54,Fees
2290,266,1880.43,EUR,2025-01-31 15:48:26,Fees
2291,257,3690.16,EUR,2025-03-05 07:53:53,Transfers
2292,228,2678.24,RUB,2025-03-08 21:35:24,Payments
2293,194,8291.02,EUR,2025-04-27 13:57:06,Fees
2294,399,1453.07,RUB,2025-04-01 13:51:59,Payments
2295,385,6465.33,RUB,2025-03-02 23:34:03,Fees
2296,420,9839.11,RUB,2025-04-16 00:57:27,Deposits
2297,166,6873.68,USD,2025-04-28 00:35:12,Fees
2298,296,801.54,RUB,2025-03-19 20:14:45,ATM
2299,188,9079.42,USD,2025-03-17 15:53:54,Payments
2300,457,6434.37,RUB,2025-03-14 09:20:00,Payments
2301,206,4568.55,EUR,2025-04-30 11:22:11,ATM
2302,157,6600.33,RUB,2025-03-05 06:27:07,ATM
2303,327,8791.65,USD,2025-04-09 10:56:05,Payments
2304,451,4776.5,RUB,2025-04-23 08:14:03,Refunds
2305,466,5317.9,EUR,2025-02-03 11:17:04,Transfers
2306,138,4529.95,USD,2025-04-26 18:43:00,Refunds
2307,230,735.19,USD,2025-04-26 15:32:27,Payments
2308,161,7872.83,USD,2025-04-27 10:51:36,Transfers
2309,223,1272.85,USD,2025-03-19 08:09:42,ATM
2310,313,3951.75,USD,2025-02-21 15:49:22,ATM
2311,212,3874.36,RUB,2025-04-08 10:23:31,ATM
2312,127,2807.61,EUR,2025-02-16 22:09:25,Transfers
2313,304,4031.05,USD,2025-02-28 17:32:22,Transfers
2314,121,6183.91,RUB,2025-02-24 08:01:32,Transfers
2315,190,3120.76,RUB,2025-04-30 13:34:27,Deposits
2316,100,1733.39,EUR,2025-04-27 17:56:48,Refunds
2317,134,8694.98,RUB,2025-04-02 08:50:02,Deposits
2318,274,9708.62,EUR,2025-04-12 17:28:48,Refunds
2319,440,4591.25,EUR,2025-03-12 10:06:58,Transfers
2320,409,3276.93,EUR,2025-01-31 17:55:15,Transfers
2321,139,484.35,USD,2025-04-06 20:36:04,Payments
2322,113,378.15,RUB,2025-02-28 11:18:00,Transfers
2323,235,3934.89,RUB,2025-02-10 21:33:00,Transfers
2324,360,9303.12,RUB,2025-03-28 04:19:44,Deposits
2325,398,7309.78,USD,2025-04-05 09:28:37,Fees
2326,429,3499.2,USD,2025-02-11 14:07:20,Deposits
2327,236,9680.78,EUR,2025-01-01 01:55:20,Fees
2328,167,4293.29,RUB,2025-03-10 23:19:46,Payments
2329,110,2775.16,USD,2025-04-19 16:42:38,Refunds
2330,158,4269.27,RUB,2025-01-27 01:20:17,Payments
2331,126,2123.32,USD,2025-01-31 06:53:58,Payments
2332,444,8857.53,RUB,2025-03-16 18:44:01,Deposits
2333,207,3618.12,USD,2025-04-07 03:43:23,ATM
2334,429,6583.11,USD,2025-04-19 13:03:01,Transfers
2335,321,3896.58,EUR,2025-01-16 11:10:39,Payments
2336,315,9018.3,EUR,2025-03-24 14:01:07,Refunds
2337,281,6427.38,USD,2025-04-18 02:01:14,Fees
2338,427,4887.64,RUB,2025-02-03 16:34:43,Fees
2339,117,1330.11,EUR,2025-03-04 03:37:48,Transfers
2340,137,9020.15,EUR,2025-01-07 14:25:52,ATM
2341,269,5472.7,EUR,2025-05-04 20:55:39,Fees
2342,257,2857.68,EUR,2025-01-01 00:54:36,Deposits
2343,318,8780.49,EUR,2025-03-22 01:21:08,Transfers
2344,395,553.86,RUB,2025-03-22 07:06:15,Fees
2345,335,3147.63,USD,2025-01-27 12:21:24,Refunds
2346,202,5372.92,USD,2025-03-09 03:54:33,Payments
2347,230,3404.75,RUB,2025-02-19 13:26:19,Fees
2348,400,4772.58,RUB,2025-02-21 03:14:52,Refunds
2349,180,2650.52,RUB,2025-01-23 13:51:38,ATM
2350,301,1309.53,EUR,2025-02-21 20:46:52,Payments
2351,315,378.17,EUR,2025-04-19 05:33:15,Fees
2352,400,1584.89,EUR,2025-04-09 09:14:52,Refunds
2353,385,9529.94,RUB,2025-01-09 08:55:23,Transfers
2354,285,5758.28,EUR,2025-03-10 09:01:23,Payments
2355,223,4894.71,RUB,2025-03-08 18:33:56,Transfers
2356,247,3849.4,EUR,2025-01-15 05:16:13,Fees
2357,264,7087.12,RUB,2025-02-18 08:48:27,ATM
2358,187,1421.18,RUB,2025-02-10 16:24:50,Payments
2359,350,2768.54,RUB,2025-04-15 15:46:47,ATM
2360,183,6562.46,EUR,2025-03-29 23:31:39,Fees
2361,359,4795.85,USD,2025-04-19 02:47:07,Transfers
2362,400,7703.22,EUR,2025-02-07 15:55:38,ATM
2363,484,8972.13,RUB,2025-04-25 05:26:38,Transfers
2364,147,8235.49,EUR,2025-03-06 20:09:11,Payments
2365,403,1850.24,USD,2025-02-27 10:10:46,Deposits
2366,134,923.79,USD,2025-02-25 10:34:07,Fees
2367,234,1702.71,EUR,2025-02-10 05:41:17,Fees
2368,170,7837.47,RUB,2025-01-30 19:27:45,Payments
2369,164,9139.17,EUR,2025-05-04 08:03:06,Transfers
2370,170,9255.23,RUB,2025-02-26 02:51:00,ATM
2371,117,2989.18,USD,2025-01-04 16:06:52,Transfers
2372,429,8405.01,RUB,2025-01-15 15:42:44,Transfers
2373,124,5366.99,USD,2025-03-08 06:19:16,Deposits
2374,259,8229.69,USD,2025-04-10 07:19:14,Fees
2375,379,5488.16,USD,2025-01-08 09:54:44,ATM
2376,496,1467.47,EUR,2025-04-12 06:48:09,Refunds
2377,441,801.4,EUR,2025-03-17 15:08:30,Payments
2378,154,9572.62,EUR,2025-04-20 20:58:38,Deposits
2379,495,4263.77,USD,2025-01-09 15:18:03,ATM
2380,361,3511.7,RUB,2025-02-21 17:48:11,Fees
2381,171,3569.47,RUB,2025-01-12 03:16:42,ATM
2382,279,3795.55,RUB,2025-04-23 06:36:56,Refunds
2383,467,9450.52,USD,2025-02-28 10:34:12,Refunds
2384,257,636.42,RUB,2025-02-13 17:20:24,Fees
2385,173,1199.42,EUR,2025-02-11 12:19:41,Deposits
2386,450,7898.62,EUR,2025-04-06 01:04:11,Transfers
2387,481,5498.6,RUB,2025-01-29 16:38:25,ATM
2388,490,1294.08,EUR,2025-02-17 18:27:51,Deposits
2389,482,354.26,USD,2025-04-06 18:23:22,Payments
2390,449,2250.1,USD,2025-03-18 08:23:17,Transfers
2391,281,2615.5,EUR,2025-04-19 03:07:00,Refunds
2392,176,151.99,USD,2025-03-01 01:58:47,Deposits
2393,346,2168.74,RUB,2025-03-22 13:28:24,Refunds
2394,188,7385.81,USD,2025-02-28 19:25:11,Transfers
2395,289,8555.78,RUB,2025-04-24 13:31:42,Refunds
2396,362,8983.38,RUB,2025-03-09 12:35:26,Fees
2397,478,3905.24,EUR,2025-04-16 07:33:47,Deposits
2398,215,3200.94,RUB,2025-02-27 05:43:27,ATM
2399,200,9998.61,USD,2025-04-30 21:04:53,Refunds
2400,393,7695.71,RUB,2025-01-06 03:33:00,ATM
2401,102,5378.15,USD,2025-04-01 10:38:43,Refunds
2402,326,2555.17,RUB,2025-01-10 13:18:50,Payments
2403,398,3219.84,USD,2025-03-06 12:38:31,Payments
2404,320,5158.49,USD,2025-02-17 05:52:30,Payments
2405,253,5425.41,USD,2025-03-21 15:49:40,Transfers
2406,431,146.65,RUB,2025-03-24 15:59:50,Fees
2407,248,9594.41,USD,2025-01-05 10:34:11,Refunds
2408,384,5760.31,EUR,2025-01-09 16:01:32,ATM
2409,285,5895.69,EUR,2025-02-06 06:09:42,Deposits
2410,110,2122.6,USD,2025-04-14 06:00:38,Refunds
2411,312,7652.22,RUB,2025-03-20 05:55:23,ATM
2412,119,7375.27,USD,2025-01-05 02:20:10,ATM
2413,472,960.63,USD,2025-03-31 02:42:09,Payments
2414,340,5953.99,EUR,2025-02-01 03:16:48,Transfers
2415,248,6585.36,USD,2025-01-03 15:12:04,Fees
2416,294,8357.33,RUB,2025-04-13 17:43:28,Fees
2417,347,2068.85,EUR,2025-03-21 08:14:58,Deposits
2418,204,8777.57,USD,2025-03-05 21:58:20,Fees
2419,215,4620.2,USD,2025-03-15 18:17:23,Fees
2420,267,974.27,RUB,2025-01-27 09:18:13,Payments
2421,203,1065.16,EUR,2025-01-08 17:20:32,Refunds
2422,403,1986.07,EUR,2025-04-22 19:46:20,Fees
2423,141,2834.68,EUR,2025-02-12 18:50:46,Transfers
2424,430,4969.09,USD,2025-05-04 16:03:23,Transfers
2425,239,7490.02,USD,2025-04-09 23:50:51,Refunds
2426,324,1875.39,RUB,2025-02-01 09:43:47,Transfers
2427,163,9926.59,USD,2025-01-21 01:38:50,Payments
2428,254,1623.6,RUB,2025-03-08 04:17:31,Payments
2429,401,5997.79,USD,2025-01-17 01:52:06,Transfers
2430,208,9290.11,EUR,2025-02-26 11:34:44,ATM
2431,152,8326.75,EUR,2025-01-16 02:59:46,Deposits
2432,308,6482.41,USD,2025-04-19 19:41:46,Fees
2433,164,7157.78,EUR,2025-02-23 01:36:20,Transfers
2434,225,1350.71,USD,2025-03-17 09:28:17,Transfers
2435,280,106.53,EUR,2025-02-10 21:32:48,Deposits
2436,325,4347.15,USD,2025-03-05 23:30:23,Fees
2437,355,904.29,USD,2025-03-19 22:24:45,ATM
2438,370,3583.95,USD,2025-04-27 02:41:35,Fees
2439,437,2245.19,USD,2025-04-19 18:53:47,Payments
2440,126,9164.3,USD,2025-04-02 17:33:09,Deposits
2441,244,8801.76,EUR,2025-02-04 12:39:58,Deposits
2442,100,8191.24,RUB,2025-03-03 10:45:11,Payments
2443,103,7142.3,RUB,2025-02-17 13:21:30,Transfers
2444,184,1549.18,USD,2025-04-15 23:15:42,Transfers
2445,339,493.19,USD,2025-03-15 19:33:21,Deposits
2446,457,6542.34,USD,2025-04-22 07:29:04,Payments
2447,409,6426.16,RUB,2025-02-04 22:06:21,Transfers
2448,358,3700.55,EUR,2025-03-02 12:56:24,Refunds
2449,411,4732.14,USD,2025-03-22 12:00:31,Payments
2450,168,4896.6,USD,2025-02-19 00:37:27,Fees
2451,435,2406.88,EUR,2025-02-13 01:51:32,ATM
2452,456,3148.52,USD,2025-04-24 08:04:32,Payments
2453,138,4189.71,RUB,2025-01-06 14:34:45,Deposits
2454,287,6035.76,EUR,2025-01-10 16:46:02,ATM
2455,432,9558.63,USD,2025-05-04 18:58:53,Transfers
2456,290,5389.46,EUR,2025-03-27 10:11:04,Transfers
2457,436,7314.33,USD,2025-02-25 08:27:40,Fees
2458,474,8071.94,RUB,2025-01-27 04:25:04,Payments
2459,289,1143.95,USD,2025-04-19 03:08:17,Refunds
2460,123,6534.72,EUR,2025-05-03 14:15:31,Transfers
2461,236,4826.29,EUR,2025-02-04 13:18:24,Deposits
2462,186,5728.59,RUB,2025-04-20 11:30:55,Payments
2463,289,393.79,EUR,2025-01-19 02:27:33,Refunds
2464,334,9063.1,EUR,2025-02-27 14:51:12,Transfers
2465,285,9528.31,USD,2025-04-16 02:20:01,Fees
2466,178,44.78,RUB,2025-01-22 14:07:30,Transfers
2467,220,2135.79,USD,2025-02-27 22:27:12,Payments
2468,371,1810.14,USD,2025-01-04 09:37:34,Deposits
2469,110,7815.23,RUB,2025-02-15 22:37:49,ATM
2470,185,5984.82,EUR,2025-04-23 06:38:50,Deposits
2471,456,1781.56,USD,2025-05-01 21:23:35,Refunds
2472,139,8141.57,RUB,2025-01-28 09:52:09,ATM
2473,265,3541.21,USD,2025-03-10 16:04:58,Fees
2474,182,4613.96,EUR,2025-05-02 15:23:18,Deposits
2475,141,3879.19,USD,2025-03-19 00:58:01,Payments
2476,269,5218.59,USD,2025-01-09 13:37:23,Deposits
2477,308,4806.62,RUB,2025-03-08 23:01:32,ATM
2478,170,2753.09,RUB,2025-02-20 08:30:56,Deposits
2479,131,4251.31,EUR,2025-01-24 09:03:55,Fees
2480,153,9084.29,EUR,2025-03-27 03:59:22,Refunds
2481,360,5033.91,RUB,2025-04-14 17:27:07,Payments
2482,444,9164.7,USD,2025-05-04 04:34:49,Payments
2483,172,5505.77,EUR,2025-03-24 11:04:13,Transfers
2484,228,7690.48,EUR,2025-05-03 17:33:27,ATM
2485,237,2942.98,USD,2025-01-28 15:28:26,Payments
2486,244,7906.23,EUR,2025-03-16 17:19:10,Transfers
2487,197,2650.57,RUB,2025-01-19 09:12:44,Deposits
2488,122,205.3,RUB,2025-04-15 20:06:50,Deposits
2489,310,1615.68,USD,2025-03-07 15:40:35,Refunds
2490,242,226.31,RUB,2025-03-11 23:43:43,ATM
2491,236,9471.16,EUR,2025-02-08 08:18:22,Refunds
2492,205,9999.77,USD,2025-03-10 20:26:14,Fees
2493,471,7624.68,USD,2025-03-25 13:29:03,Deposits
2494,344,1090.2,USD,2025-02-15 17:57:37,Refunds
2495,267,8990.47,EUR,2025-01-02 11:01:09,Refunds
2496,182,7440.32,RUB,2025-01-10 02:56:01,Deposits
2497,420,3329.12,USD,2025-03-22 19:54:53,Refunds
2498,455,5027.76,USD,2025-04-28 07:06:29,Transfers
2499,112,6620.98,RUB,2025-04-23 21:02:56,Transfers
2500,471,250.26,EUR,2025-03-14 09:31:33,Fees
2501,379,5020.39,EUR,2025-03-24 16:20:04,Fees
2502,139,7326.63,RUB,2025-03-10 09:19:07,Transfers
2503,401,1890.37,EUR,2025-02-17 04:15:49,Fees
2504,142,4443.47,EUR,2025-01-26 04:18:18,ATM
2505,120,5329.98,EUR,2025-05-02 00:22:11,ATM
2506,146,7358.3,USD,2025-02-23 05:45:15,Refunds
2507,283,9644.89,RUB,2025-01-07 11:07:55,Payments
2508,347,8484.27,RUB,2025-01-08 00:51:45,Deposits
2509,262,6218.97,RUB,2025-03-30 12:59:26,Transfers
2510,148,5840.57,RUB,2025-03-08 11:32:55,ATM
2511,179,6035.84,USD,2025-01-15 00:40:57,Payments
2512,440,5456.33,RUB,2025-03-16 11:41:39,Payments
2513,485,603.04,EUR,2025-03-25 03:36:54,Fees
2514,401,6985.98,USD,2025-03-31 04:36:10,Payments
2515,141,7166.2,USD,2025-01-28 13:06:17,Deposits
2516,427,5129.68,RUB,2025-02-11 06:40:55,Refunds
2517,376,8705.17,USD,2025-04-17 07:51:06,Refunds
2518,310,6727.64,EUR,2025-03-18 14:54:45,Transfers
2519,157,3633.02,USD,2025-01-08 15:01:06,Refunds
2520,498,206.75,EUR,2025-03-30 06:32:13,Deposits
2521,277,601.02,RUB,2025-02-26 03:07:39,Transfers
2522,117,3524.46,RUB,2025-02-28 02:03:44,ATM
2523,183,4626.43,USD,2025-01-05 02:29:31,Deposits
2524,260,1677.04,EUR,2025-03-14 10:18:44,Deposits
2525,124,1901.39,EUR,2025-01-01 16:35:17,Deposits
2526,229,2309.81,EUR,2025-02-22 09:13:08,Payments
2527,287,7807.33,RUB,2025-04-11 20:48:17,Transfers
2528,479,7715.17,RUB,2025-03-03 07:28:23,Transfers
2529,134,3835.56,USD,2025-03-09 01:42:43,Refunds
2530,330,1731.92,EUR,2025-02-01 20:23:39,Deposits
2531,466,1117.97,EUR,2025-02-19 21:18:35,ATM
2532,422,880.42,RUB,2025-04-28 00:47:26,Deposits
2533,469,3918.88,USD,2025-02-19 12:56:41,Refunds
2534,168,464.97,USD,2025-01-16 17:36:14,Fees
2535,420,3343.01,EUR,2025-03-03 01:17:17,Fees
2536,491,9615.72,RUB,2025-01-21 17:57:36,Transfers
2537,230,5079.97,EUR,2025-02-03 07:56:33,Transfers
2538,299,8228.22,EUR,2025-04-14 23:25:55,Refunds
2539,312,1301.37,RUB,2025-01-07 05:58:01,Refunds
2540,297,2688.11,EUR,2025-04-16 06:31:55,Transfers
2541,215,9466.0,USD,2025-01-04 19:16:35,Deposits
2542,488,3841.68,EUR,2025-02-03 18:48:19,Transfers
2543,482,6487.58,RUB,2025-02-10 18:29:30,Fees
2544,252,9761.51,EUR,2025-01-25 20:34:16,Refunds
2545,422,5512.37,RUB,2025-01-08 19:18:03,Refunds
2546,259,3060.41,RUB,2025-01-04 07:25:45,Refunds
2547,417,5324.17,USD,2025-02-09 19:10:52,Deposits
2548,333,555.83,USD,2025-03-01 09:27:45,Transfers
2549,288,1132.58,RUB,2025-01-19 17:31:55,Refunds
2550,151,81.64,RUB,2025-03-24 21:31:40,Deposits
2551,361,8843.26,USD,2025-01-22 22:00:27,Transfers
2552,228,6716.09,RUB,2025-04-25 06:02:52,Refunds
2553,186,2990.31,RUB,2025-02-21 02:19:16,Deposits
2554,177,2219.4,RUB,2025-02-16 08:05:25,Payments
2555,492,6833.94,EUR,2025-02-03 17:03:40,Refunds
2556,141,9196.13,EUR,2025-04-12 18:12:23,Transfers
2557,419,2998.4,USD,2025-03-03 10:43:32,Transfers
2558,446,3222.38,EUR,2025-03-26 12:01:21,ATM
2559,112,8543.86,RUB,2025-04-03 02:50:14,Transfers
2560,335,8934.82,RUB,2025-02-07 12:44:18,Fees
2561,330,9141.23,USD,2025-01-21 15:55:31,Fees
2562,243,2938.61,EUR,2025-03-07 20:29:09,ATM
2563,366,1211.92,USD,2025-04-30 07:58:03,Transfers
2564,263,4405.58,EUR,2025-04-18 22:16:29,Deposits
2565,275,2964.69,USD,2025-01-08 10:37:30,Transfers
2566,272,8839.83,RUB,2025-02-28 08:01:53,Refunds
2567,420,375.98,EUR,2025-04-16 01:14:42,Fees
2568,353,6342.47,USD,2025-04-19 01:12:33,Payments
2569,251,9062.75,EUR,2025-03-02 06:11:59,ATM
2570,470,9766.94,EUR,2025-05-04 23:57:50,Fees
2571,420,6504.8,EUR,2025-02-09 21:26:40,ATM
2572,473,9499.73,EUR,2025-01-26 01:05:56,Payments
2573,392,765.84,EUR,2025-01-11 19:18:15,Payments
2574,256,3599.19,USD,2025-03-19 19:27:20,Fees
2575,409,97.06,RUB,2025-04-12 05:50:52,ATM
2576,231,9812.03,USD,2025-03-22 10:23:29,ATM
2577,208,9028.24,RUB,2025-03-08 18:03:36,Transfers
2578,280,290.25,RUB,2025-03-11 13:19:21,Transfers
2579,487,191.15,USD,2025-02-25 22:56:45,Deposits
2580,327,3676.03,USD,2025-03-27 17:23:10,ATM
2581,253,2592.79,USD,2025-01-27 06:29:22,Deposits
2582,284,8470.85,USD,2025-01-19 17:02:15,Refunds
2583,216,1613.24,EUR,2025-01-23 11:43:02,Transfers
2584,363,7908.59,RUB,2025-02-06 00:24:22,Deposits
2585,240,5549.05,USD,2025-04-08 15:09:31,Transfers
2586,321,3780.14,RUB,2025-05-04 13:06:51,Payments
2587,247,1465.74,EUR,2025-03-08 23:52:27,Deposits
2588,228,9976.94,USD,2025-04-19 15:09:30,Payments
2589,488,6183.68,USD,2025-02-26 13:45:56,Deposits
2590,238,4399.43,USD,2025-02-13 03:41:27,ATM
2591,128,3717.56,EUR,2025-03-10 12:53:15,Deposits
2592,251,9058.23,USD,2025-03-15 07:37:14,Fees
2593,312,8213.71,EUR,2025-04-13 19:43:15,Transfers
2594,137,8113.75,RUB,2025-02-21 12:13:11,Deposits
2595,222,6165.82,EUR,2025-01-21 09:09:13,Refunds
2596,166,8880.69,EUR,2025-01-04 06:51:13,Transfers
2597,300,2999.79,RUB,2025-03-18 20:37:57,ATM
2598,389,7040.02,RUB,2025-04-13 15:01:59,Fees
2599,487,4050.43,EUR,2025-04-28 11:16:36,Deposits
